index,Textstelle,Metapher,Kandidat,Nein,Metapher?,Fokus,Rahmen,Annotator,orig
122,"Die soziale Lage der Zeit gestattete feiner gearteten Naturen, die zu Werken der Güte, zum Nachdenken, zur Literatur oder zur Kunst natürliche Anlagen hatten, nur die einzige Zuflucht in den Schoß der Kirche, die aber Ehelosigkeit forderte . . .",1,3,0,Metaphernkandidat,"[nan, 'Schoß', nan, nan]","[nan, 'der Kirche', nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Die soziale Lage der Zeit gestattete feiner gearteten Naturen, die zu Werken der Güte, zum Nachdenken, zur Literatur oder zur Kunst natürliche Anlagen hatten, nur die einzige Zuflucht in den Schoß der Kirche, die aber Ehelosigkeit forderte . . ."
123,"Die zahlreichen Streitfragen des Tages, die meist ganz abgetrennt von dem Zusammenhange mit dem Ganzen des sozialen Lebens behandelt werden und deshalb durch Anknüpfung an einzelne Schlagwörter kritisiert werden müssen, gewinnen erst ihre richtige Beleuchtung, wenn sie zu dem Ziele der sozialen Tätigkeit, der Förderung des gesellschaftlichen Zusammenlebens, in Beziehung gesetzt werden.",2,3,0,Metaphernkandidat,"[nan, 'richtige Beleuchtung', 'Beleuchtung', nan, nan]","[nan, 'gewinnen', 'gewinnen', nan, nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Die zahlreichen Streitfragen des Tages, die meist ganz abgetrennt von dem Zusammenhange mit dem Ganzen des sozialen Lebens behandelt werden und deshalb durch Anknüpfung an einzelne Schlagwörter kritisiert werden müssen, gewinnen erst ihre richtige Beleuchtung, wenn sie zu dem Ziele der sozialen Tätigkeit, der Förderung des gesellschaftlichen Zusammenlebens, in Beziehung gesetzt werden."
124,"Die öffentliche Meinung ist also zum weitaus größten Teil in festen Händen, beinahe so wie die politische und wirtschaftliche Macht.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Die öffentliche Meinung ist also zum weitaus größten Teil in festen Händen, beinahe so wie die politische und wirtschaftliche Macht."
125,"Dies ist jedoch ein Mißverständnis, da das Leben unzivilisierter Völker nach allen Richtungen hin durch die Schranken des Herkommens gefesselt ist.",5,0,0,Metapher,"['durch die Schranken gefesselt', 'Schranken des Herkommens gefesselt', 'gefesselt', 'durch die Schranken des Herkommens gefesselt', 'durch die Schranken gefesselt']","['des Herkommens', 'Leben unzivilisierter Völker', 'durch Schranken', 'das Leben ... nach allen Richtungen hin', 'des Herkommens']","['B', 'A', 'P', 'K', 'GoldStandard']"," Dies ist jedoch ein Mißverständnis, da das Leben unzivilisierter Völker nach allen Richtungen hin verständnis, da das Leben unzivilisierter Völker nach allen Richtungen hin durch die Schranken des Herkommens gefesselt ist.«"
126,"Diese Einheit kommt aber auch nach außen zum Ausdruck durch eine Organisation, d. h. durch Personen, die berufen sind, die einigenden Zweckmomente durch ihre Handlungen zu versorgen.",0,5,0,Metaphernkandidat,"[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Diese Einheit kommt aber auch nach außen zum Ausdruck durch eine Organisation, d. h. durch Personen, die berufen sind, die einigenden Zweckmomente durch ihre Handlungen zu versorgen."
127,"Diese erscheinen nunmehr als Mittel, um diesen Zusammenhang zu ermöglichen, und die Vernunft selber wird die Gebieterin, welche alle Zwecke in Bezug auf diesen obersten Zweck beherrscht.",2,3,0,Metaphernkandidat,"[nan, 'Gebieterin', 'wird Gebieterin, beherrscht', nan, nan]","[nan, 'Vernunft selber wird', 'die Vernunft', nan, nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Diese erscheinen nunmehr als Mittel, um diesen Zusammenhang zu ermöglichen, und die Vernunft selber wird die Gebieterin, welche alle sammenhang zu ermöglichen, und die Vernunft selber wird die Gebieterin, welche alle Zwecke in Bezug auf diesen obersten Zweck beherrscht."
128,"Diese wolle die bittere Auslese, ohne die auch dem Menschen kein Fortschritt möglich sei, einschränken.",4,0,0,,"['bittere', 'bittere', 'bittere', 'bittere']","['Auslese', 'Auslese', 'Auslese', 'Auslese']","['B', 'A', 'P', 'K']"," Diese wolle die bittere Auslese, ohne die auch dem Menschen kein Fortschritt möglich sei, einschränken."
129,"Diesem steht in der Theorie das Reich des Instinktes gegenüber, in welchem alles Tun auf ererbten Trieben beruht.",1,3,0,Metaphernkandidat,"[nan, nan, 'Reich', nan]","[nan, nan, 'des Instinktes', nan]","['B', 'K', 'A', 'GoldStandard']"," Diesem steht in der Theorie das Reich des Instinktes gegenüber, in welchem alles Tun auf ererbten Trieben beruht."
130,"Dieser Eifer ist die Nachwirkung des Freudentaumels, der  beim Bekanntwerden der Kochschen Impfungen gegen Tuberkulose durch die ganze zivilisierte Welt ging, und der darauffolgenden Enttäuschung.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Dieser Eifer ist die Nachwirkung des Freudentaumels, der 1890 beim Bekanntwerden der Kochschen Impfungen gegen taumels, der 1890 beim Bekanntwerden der Kochschen Impfungen gegen Tuberkulose durch die ganze zivilisierte Welt ging, und der darauffolgenden Enttäuschung."
131,Doch der Zirkel ist nur ein scheinbarer.,0,5,0,Metaphernkandidat,"[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","['B', 'A', 'P', 'K', 'GoldStandard']", Doch der Zirkel ist nur ein scheinbarer. 
132,"Doch sind die Grenzen beider Reiche, die zusammen das Forschungsgebiet der Ethik bilden, im einzelnen nicht genau bestimmbar, und die sozialen Anlagen des Menschen, die vielfach der Erziehung bedürfen, um so wirksam zu werden, wie es bei den anderen Instinkten spontan der Fall ist, gehören, wenn sie ausgebildet sind, beiden Reichen an.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Doch sind die Grenzen beider Reiche, die zusammen das Forschungsgebiet der Ethik bilden, im einzelnen nicht genau bestimmbar, und die sozialen Anlagen des Menschen, die vielfach der Erziehung bedürfen, um so wirksam zu werden, wie es bei den anderen Instinkten spontan der Fall ist, gehören, wenn sie ausgebildet sind, beiden Reichen an."
133,"Doch wenn auch nur wenige Menschen die für manche Fortschritte wünschenswerte Unabhängigkeit des Urteils von Gefühlen besitzen, so ist es doch nicht schwer, der Jugend, die noch keine anderen Anschauungen hat, solche neue beizubringen, die dann Wurzeln in den Gefühlsuntergrund treiben und sich da befestigen. Sie würde bei geeigneter Einwirkung Stammbäume und Erbwerte bald schätzen lernen.",4,0,0,Metapher,"['Wurzeln in den Gefühlsuntergrund treiben und sich da befestigen', 'in den Gefühlsuntergrund', 'Wurzeln treiben,und sich festigen', nan]","['neue Anschauungen', 'Wurzeln ... treiben ... sich da befestigen ', 'in den Gefühlsuntergrund', nan]","['B', 'K', 'A', 'GoldStandard']"," Doch wenn auch nur wenige Menschen die für manche Fortschritte wünschenswerte Unabhängigkeit des Urteils von Gefühlen besitzen, so ist es doch nicht schwer, der Jugend, die noch keine anderen Anschauungen hat, solche neue beizubringen, die dann Wurzeln in den Gefühlsuntergrund treiben und sich da befestigen. Sie würde bei geeigneter Einwirkung Stammbäume und Erbwerte bald schätzen lernen."
134,"Du bist Petrus, und auf diesen Felsen will ich meine Gemeinde bauen, und die Pforten der Unterwelt sollen sie nicht überwältigen.",2,3,0,Metaphernkandidat,"[nan, 'Felsen', 'sollen sie nicht überwältigen', nan, nan]","[nan, 'Petrus,Gemeinde bauen', 'die Pforten der Unterwelt', nan, nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Du bist Petrus, und auf diesen Felsen will ich meine Gemeinde bauen, und die Pforten der Unterwelt sollen sie nicht überwältigen."
135,"Durch die reichen Forschungsergebnisse der letzten Jahrzehnte über die Vorgänge bei der Reifung der Keimzellen und bei der Befruchtung ist das Dunkel, das bisher über die Tatsachen der Vererbung und der Variation lag, beträchtlich gelichtet worden.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Durch die reichen Forschungsergebnisse der letzten Jahrzehnte über die Vorgänge bei der Reifung der Keimzellen und bei der Befruchtung ist das Dunkel, das bisher über die Tatsachen der Vererbung und der Variation lag, beträchtlich gelichtet worden."
136,"Ebenso ließen sich in dem industriereichen Belgien die herrschenden Bourgoisparteien, nämlich die sogenannten Liberalen und die sogenannte katholische Partei, die abwechselnd am Ruder waren, erst vor ca. einem Vierteljahrhundert, nachdem gefährliche revolutionäre Bestrebungen beinahe die Oberhand erlangt hatten, dazu herbei, das formelle Verfassungsrecht einigermaßen den tatsächlichen Verhältnissen anzupassen, und von da erst datieren alle die wirtschaftlichen Reformen, die neuerdings auch in Belgien eingetreten sind und die vorher vergeblich verlangt worden waren.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Ebenso ließen sich in dem industriereichen Belgien die herrschenden Bourgoisparteien, nämlich die sogenannten Liberalen und die sogenannte katholische goisparteien, nämlich die sogenannten Liberalen und die sogenannte katholische Partei, die abwechselnd am Ruder waren, erst vor ca. einem Vierteljahrhundert, nachdem gefährliche revolutionäre Bestrebungen beinahe die Oberhand erlangt hatten, dazu herbei, das formelle Verfassungsrecht einigermaßen den tatsächlichen Verhältnissen anzupassen, und von da erst datieren alle die wirt- sächlichen Verhältnissen anzupassen, und von da erst datieren alle die wirtschaftlichen Reformen, die neuerdings auch in Belgien eingetreten sind und schaftlichen Reformen, die neuerdings auch in Belgien eingetreten sind und die vorher vergeblich verlangt worden waren3)."
137,"Ebenso schnell und leicht, wie die deutschen Völkerschaften zerfielen, wuchsen sie auch zusammen.",1,4,0,Metaphernkandidat,"[nan, 'zerfielen,wuchsen auch zusammen', nan, nan, nan]","[nan, 'deutschen Völkerschaften', nan, nan, nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Ebenso schnell und leicht, wie die deutschen Völkerschaften zerfielen, wuchsen sie auch zusammen."
138,"Ebenso wie beim Auswaschen des Goldsandes durch strömendes Wasser das Wasser die Goldkörner nicht zurückläst, weil sie kostbar oder nützlich oder schön sind, sondern nur, weil sie wegen ihrer größeren Dichte schneller zu Boden sinken als der leichtere Quarzsand, bildet sich die zweckmäßige Beschaffenheit der Organismen nicht aus, weil die Natur mit ihnen besondere Zwecke der Schönheit, der Belebung, der Energieausnutzung verfolgt, sondern die vermöge ihrer gerade vorhandenen Beschaffenheit dauerhafteren Gebilde bleiben zurück, weil eben die anderen, nicht dauerhaften durch den Strom der Zeit schneller fortgeschwemmt werden.",1,4,0,Metaphernkandidat,"[nan, 'fortgeschwemmt,Strom', nan, nan, nan]","[nan, 'Beschaffenheit der Organismen,der Zeit', nan, nan, nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Ebenso wie beim Auswaschen des Goldsandes durch strömendes Wasser das Wasser die Goldkörner nicht zurückläst, weil sie kostbar oder nützlich oder schön sind, sondern nur, weil sie wegen ihrer größeren Dichte schneller zu Boden sinken als der leichtere Quarzsand, bildet sich die zweckmäßige Beschaffenheit der Organismen nicht aus, weil die »Natur« mit ihnen besondere Zwecke der Schönheit, der Belebung, der Energieausnutzung verfolgt, sondern die vermöge ihrer gerade vorhandenen Beschaffenheit dauerhafteren Gebilde bleiben zurück, weil eben die anderen, schaffenheit dauerhafteren Gebilde bleiben zurück, weil eben die anderen, nicht dauerhaften durch den Strom der Zeit schneller fortgeschwemmt werden."
139,Ein Kurzsichtiger sieht mit Brille oder Fernrohr ebenso viel und mehr wie das beste unbewaffnete Auge und der schwächste Mensch kann mit Hilfe einer Dampfmaschine die Leistungen von Riesen übertreffen.,2,3,0,Metaphernkandidat,"[nan, 'unbewaffnete', nan]","[nan, 'Augen', nan]","['A', 'P', 'GoldStandard']", Ein Kurzsichtiger sieht mit Brille oder Fernrohr ebenso viel und mehr wie das beste unbewaffnete Auge und der schwächste Mensch kann mit Hilfe einer Dampfmaschine die Leistungen von Riesen übertreffen.
140,"Ein anderer christlicher, nicht weniger verrückter Begriff hat sich noch weit tiefer ins Fleisch der Modernität vererbt der Begriff von der Gleichheit der Seelen vor Gott.",5,0,0,Metapher,"['weit tiefer ins Fleisch vererbt', 'Fleisch', 'ins Fleisch der Modernität vererbt', 'ins Fleisch ... vererbt', nan]","['der Modernität', ' der Modernität', 'ein nicht weniger verrückter Begriff', 'der Modernität', nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Ein anderer christlicher, nicht weniger verrückter Begriff hat sich noch weit tiefer ins Fleisch der Modernität vererbt: der Begriff von der »Gleichheit der Seelen vor Gott.«"
141,"Ein ganz ähnliches Schicksal war alsdann den Römern beschieden, die Zügel der Welt herrschaft entsanken ihnen, jüngere Völker kamen obenauf.",6,1,0,Metapher,"['die Zügel', 'die Zügel', 'Zügel ... entsanken', 'Zügel ... entsanken', 'Zügel', nan, nan]","['der Weltherrschaft', 'der Weltherrschaft', 'der Welt-herrschaft', 'der Welt-herrschaft', 'der Weltherrschaft', nan, nan]","['B', 'B', 'K', 'K', 'A', 'A', 'GoldStandard']"," Ein ganz ähnliches Schicksal war alsdann den Römern beschieden, die Zügel der Welt- liches Schicksal war alsdann den Römern beschieden, die Zügel der Weltherrschaft entsanken ihnen, „jüngere“ Völker kamen obenauf. herrschaft entsanken ihnen, „jüngere“ Völker kamen obenauf. "
142,Ein neues Gesetz ist immer mehr oder weniger ein Sprung ins dunkle.,2,3,0,Metaphernkandidat,"[nan, 'ein Sprung ins dunkel', 'Sprung ins dunkle', nan, nan]","[nan, 'neues Gesetz', 'ein neues Gesetz', nan, nan]","['B', 'A', 'P', 'K', 'GoldStandard']", Ein neues Gesetz ist immer mehr oder weniger ein Sprung ins dunkle.
143,"Ein ähnliches Wechselverhältnis muß zwischen der Höhe des menschlichen Intellekts und seiner leiblichen Wehrhaftigkeit bestanden haben Je höher der menschliche Intellekt entwickelt war, um so weniger gaben Muskelkraft und Schnelligkeit den Ausschlag für die Auslese, desto weniger konnte also große Leistungsfähigkeit auf diesen Gebieten gezüchtet werden, und andererseits mußte gerade das Zurückbleiben in bezug auf solche Vorzüge und die fast gänzliche Waffenlosigkeit des menschlichen Organismus die Ver vollkommnung seines Intellekts mit Hilfe der Auslese begünstigen.",1,3,0,Metaphernkandidat,"[nan, 'leiblichen Wehrhaftigkeit; Waffenlosigkeit', nan, nan]","[nan, 'des menschlichen Intellekts; des menschlichen Organismus', nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Ein ähnliches Wechselverhältnis muß zwischen der Höhe des menschlichen Intellekts und seiner leiblichen Wehrhaftigkeit bestanden haben: Je lichen Intellekts und seiner leiblichen Wehrhaftigkeit bestanden haben: Je höher der menschliche Intellekt entwickelt war, um so weniger gaben Muskelkraft und Schnelligkeit den Ausschlag für die Auslese, desto weniger konnte kraft und Schnelligkeit den Ausschlag für die Auslese, desto weniger konnte also große Leistungsfähigkeit auf diesen Gebieten gezüchtet werden, und andererseits mußte gerade das Zurückbleiben in bezug auf solche Vorzüge und die fast gänzliche Waffenlosigkeit des menschlichen Organismus die Vervollkommnung seines Intellekts mit Hilfe der Auslese begünstigen. vollkommnung seines Intellekts mit Hilfe der Auslese begünstigen."
144,"Eine Gesetzgebung, welche die natürlichen Grundlagen mißachten, z. B. alle Staatsangehörigen ohne Rücksicht auf Beanlagung, Alter und körperliche Konstitution in genau der gleichen Weise behandeln würde, würde ihre Kräfte nutzlos vergeuden und zu Grunde gehen.",1,4,0,Metaphernkandidat,"[nan, nan, 'ihre Kräfte nutzlos vergeuden und zu Grunde gehen', nan, nan]","[nan, nan, 'Eine Gesetzgebung', nan, nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Eine Gesetzgebung, welche die natürlichen Grundlagen mißachten, z. B. alle Staats- gebung, welche die natürlichen Grundlagen mißachten, z. B. alle Staatsangehörigen ohne Rücksicht auf Beanlagung, Alter und körperliche Konstitution angehörigen ohne Rücksicht auf Beanlagung, Alter und körperliche Konstitution in genau der gleichen Weise behandeln würde, würde ihre Kräfte nutzlos vergeuden und zu Grunde gehen."
145,"Eine höhere Bürgschaft kann niemand verlangen, und so dürfen wir denn wohl das Gesetz der gleichen Freiheit als ein höchstes und letztes ethisches Prinzip annehmen, dessen Autorität jede andere übersteigt, und von diesem sicheren Boden aus unsere Untersuchungen fortsetzen. Der Boden ist doch so sicher nicht.",0,5,0,Metaphernkandidat,"[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Eine höhere Bürgschaft kann niemand verlangen, und so dürfen wir denn wohl das Gesetz der gleichen Freiheit als ein höchstes und letztes ethisches Prinzip annehmen, dessen Autorität jede andere übersteigt, und von diesem sicheren Boden aus unsere Untersuchungen fortsetzen.« Der Boden ist doch so sicher nicht."
146,"Eine viel spätere Zeit wird dann vielleicht auf Grund der neuen Anschauungen und Wertungen eine neue ethische Theorie anerkennen, deren höchstes Gebot sein wird, die von den Vorfahren geliehenen Erbund Traditionswerte den Nachfahren mit Zinsen abzufragen.",3,1,0,Metapher,"['mit Zinsen', 'mit Zinsen abzufragen', nan, nan]","['Erb- und Traditionswerte', 'geliehenen Erb- und Traditionswerte', nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Eine viel spätere Zeit wird dann vielleicht auf Grund der neuen Anschauungen und Wertungen eine neue ethische Theorie anerkennen, deren schauungen und Wertungen eine neue ethische Theorie anerkennen, deren höchstes Gebot sein wird, die von den Vorfahren geliehenen Erb- und Traditionswerte den Nachfahren mit Zinsen abzufragen."
147,"Eine weitere Folge der Entwickelung ist, daß das Recht, eine Zeit lang als göttliches Recht mit der Religion verwebt, aus seinem Zusammenhang mit der Religion losgelöst, die Rechtsprechung den Priestern entwunden wurde und weltlichen Organen zufiel. fiel.",1,4,0,Metaphernkandidat,"[nan, 'verwebt', nan, nan, nan]","[nan, 'göttliches Recht mit der Religion ', nan, nan, nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Eine weitere Folge der Entwickelung ist, daß das Recht, eine Zeit lang als göttliches Recht mit der Religion verwebt, aus seinem Zusammenhang mit der Religion losgelöst, die Rechtsprechung den Priestern entwunden wurde und weltlichen Organen zufiel. fiel."
148,"Einen der furchtbarsten Auslesefaktoren, der aber in hohem Grade geeignet ist, das Durchschnittsniveau der generativen Qualität einer Bevölkerung zu erhöhen, bilden auf tieferen Wirtschaftsstufen die von Zeit zu Zeit wiederkehrenden Perioden großen Nahrungsmangels.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Einen der furchtbarsten Auslesefaktoren, der aber in hohem Grade geeignet ist, das Durchschnittsniveau der generativen Qualität einer Bevölkerung zu erhöhen, bilden auf tieferen Wirtschaftsstufen die von Zeit zu Zeit rung zu erhöhen, bilden auf tieferen Wirtschaftsstufen die von Zeit zu Zeit wiederkehrenden Perioden großen Nahrungsmangels."
149,"Einerseits kann die Jurisprudenz, da sie nur gereinigtes Denken ist, trotz größter Freiheit des Denkens kein Stückchen des giltigen Rechts seiner Rechtsnatur entkleiden andererseits ist sie, in welchem Sinne immer man ihr schöpferische Kraft beilegen möge, nicht imstande Recht zu machen, das noch kein Recht war.",2,3,0,Metaphernkandidat,"[nan, 'entkleiden', 'gereinigt,entkleiden', nan, nan]","[nan, 'seiner Rechtsnatur', 'Denken,seiner Rechtsnatur', nan, nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Einerseits kann die Jurisprudenz, da sie nur gereinigtes Denken ist, trotz größter Freiheit des Denkens kein Stückchen des giltigen Rechts seiner Rechtsnatur entkleiden; andererseits ist sie, in welchem Sinne immer man ihr schöpferische Kraft beilegen möge, nicht imstande Recht zu machen, das noch kein Recht war."
150,"Er der Gesetzgeber ist, um ein Wort von Karl Marx, allerdings in anderem Sinne, zu gebrauchen, der Geburtshelfer des Gesellschaftslebens, das mit neuen sozialen Erscheinungen schwanger geht.",5,0,0,Metapher,"['der Geburtshelfer des Gesellschaftslebens, das mit neuen sozialen Ershceinungen schwanger geht', 'Geburtshelfer, schwanger ', 'Geburtshelfer, mit neuen sozialen Erscheinungen schwanger geht', 'der Geburtshelfer; schwanger geht', 'Geburtshelfer, mit neuen sozialen Erscheinungen schwanger geht']","['der Gesetzgeber', 'des Gesellschaftslebens, mit sozialen Erscheinungen', 'Gesellschaftsleben', 'des Gesellschaftslebens; mit neuen sozialen Erscheinungen', 'Gesellschaftsleben']","['B', 'A', 'P', 'K', 'GoldStandard']"," Er [der Gesetzgeber] ist, um ein Wort von Karl Marx, allerdings in anderem Sinne, zu gebrauchen, der Geburtshelfer des Gesellschaftslebens, das mit neuen sozialen Erscheinungen schwanger geht."
151,"Er der Grundsatz ist auf geschichtlichem Boden erwachsen und verlangt also, um auf die Gegenwart und Zukunft anwendbar zu sein, die zum Teil sehr schwierige, zum Teil geradezu unmögliche Abwägung der ver änderten Verhältnisse.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Er [der Grundsatz] ist auf geschichtlichem Boden erwachsen und verlangt also, um auf die Gegenwart und Zukunft anwendbar zu sein, die zum Teil sehr schwierige, zum Teil geradezu unmögliche Abwägung der veränderten Verhältnisse. änderten Verhältnisse."
152,"Er hatte eine allzu mangelhafte Kenntnis des Terrains, aus dem er operierte, und anstatt seine Wege diesem anzupassen, mutete er den tatsächlichen Verhältnissen zu, sich seinen Plänen anzupassen.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Er hatte eine allzu mangelhafte Kenntnis des Terrains, aus dem er operierte, und anstatt seine Wege diesem anzupassen, mutete er den tatsächlichen Verhältnissen zu, sich seinen Plänen anzupassen."
153,"Er ist nur einer unter den gesellschaftlichen Organismen der Menschheit, und nur eine bestimmte Seite des mensch lichen Gattungslebens bildet seinen begrifflich wesentlichen Inhalt.",0,5,0,Metaphernkandidat,"[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Er ist nur einer unter den gesellschaftlichen Organismen der Menschheit, und nur eine bestimmte Seite des menschlichen Gattungslebens bildet seinen begrifflich wesentlichen Inhalt. lichen Gattungslebens bildet seinen begrifflich wesentlichen Inhalt."
154,"Er leuchtet nur in diejenigen Erscheinungen mit dem Lichte seiner Vernunft hinein, von deren Kenntnis er Förderung der menschlichen Wohlfahrt erwartet.",4,1,0,Metapher,"['Lichte', 'leuchtet, mit Licht, hinein', 'mit dem Lichte', nan, 'mit dem Lichte']","['seiner Vernunft', 'Vernunft', 'seiner Vernunft', nan, 'seiner Vernunft']","['B', 'A', 'P', 'K', 'GoldStandard']"," Er leuchtet nur in diejenigen Erscheinungen mit dem Lichte seiner Vernunft hinein, von deren Kenntnis er Förderung der menschlichen Wohlfahrt erwartet."
155,"Er muß damit rechnen, daß die einzelnen Volksgenossen bereits mit vielen festgewurzelten Vorstellungen erfüllt sind, die sich nicht einfach ignorieren lassen, sondern sich als sogenannte Tradition dieses Wort nicht im engeren Sinne als mündliche Überlieferung, sondern im weiteren Sinne als die gesamte nichtphysiologische Überkommenschaft unserer Vorfahren genommen der Aufnahme neuer andersartiger Vorstellungen als ein mächtiges Hindernis entgegenstellen.",1,3,0,,"[nan, 'festgewurzelten, mächtiges', nan, nan]","[nan, 'Vorstellungen, Hindernis', nan, nan]","['B', 'A', 'P', 'K']"," Er muß damit rechnen, daß die einzelnen Volksgenossen bereits mit vielen festgewurzelten Vorstellungen erfüllt sind, die sich nicht einfach ignorieren lassen, sondern sich als sogenannte Tradition (dieses Wort nicht im engeren Sinne als mündliche Überlieferung, sondern im weiteren Sinne als die gesamte nichtphysiologische Überkommenschaft unserer Vorfahren genommen) der Aufnahme neuer andersartiger Vorstellungen als ein mächtiges nommen) der Aufnahme neuer andersartiger Vorstellungen als ein mächtiges Hindernis entgegenstellen."
156,"Er umfaßt die Gewohnheiten des Handelns, die ihm das Elternhaus, die Schule und der sonstige Verkehr mit den Mitmenschen das Beispiel seiner Genossen und seiner Führer einimpfen.",1,4,0,Metaphernkandidat,"[nan, 'einimpfen', nan, nan, nan]","[nan, 'Gewohnheiten des Handelns', nan, nan, nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Er umfaßt die Gewohnheiten des Handelns, die ihm das Elternhaus, die Schule und der sonstige Verkehr mit den Mitmenschen das Beispiel seiner Genossen und seiner Führer einimpfen."
157,"Erst durch die Verschmelzung der Descendenztheorie mit der Selektionstheorie wurde die Abstammungslehre eine Macht, die trotz des heftigen Widerstandes, den alte Vorurteile und großmächtige Interessen ihr sofort entgegengesetzt haben, unaufhaltsam sich Bahn gebrochen hat und wohl auch den gerade gegenwärtig heftig gewordenen Ansturm dieser Mächte ohne Schaden bestehen wird. stehen wird.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Erst durch die Verschmelzung der Descendenztheorie mit der Selektionstheorie wurde die Abstammungslehre eine Macht, die trotz des heftigen Widerstandes, den alte Vorurteile und großmächtige Interessen ihr sofort entgegengesetzt haben, unaufhaltsam sich Bahn gebrochen hat und wohl auch den gerade gegenwärtig heftig gewordenen Ansturm dieser Mächte ohne Schaden bestehen wird. stehen wird."
158,"Erst nach dem Auftreten Luthers gewannen die meisten der jungen germanischen Staaten, in Deutschland wie im übrigen Europa, den Mut und die Kraft, sich den Fangarmen und Saugnäpfen dieses Riesenorganismus zu entreißen und die Stücke desselben, welche innerhalb ihrer Grenzen lagen, zu eigenen Landeskirchen umzuformen.",5,0,0,Metapher,"['den Fangärmen und Saugnäpfen', 'Fangarmen und Saugnäpfen', 'sich den Fangarmen und Saugnäpfen dieses Riesenorganismus zu entreißen', 'Fangarmen und Saugnäpfen', nan]","['die katholische Kirche [dieses Riesenorganismus]', 'dieses Riesenorganismus', 'gewannen die meisten der jungen germanischen Staaten den Mut und die Kraft', 'dieses Riesenorganismus [Deutschland ... Europa]', nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," Erst nach dem Auftreten Luthers gewannen die meisten der jungen germanischen Staaten, in Deutschland wie im übrigen Europa, den Mut und die Kraft, sich den Fangarmen und Saugnäpfen dieses Riesenorganismus zu entreißen und die Stücke desselben, welche innerhalb ihrer Grenzen nismus zu entreißen und die Stücke desselben, welche innerhalb ihrer Grenzen lagen, zu eigenen Landeskirchen umzuformen."
159,"Erst wenn das alte Kleid der Gesellschafsverfassung zu eng wird, sinnt man auf technische und Verkehrsfortschritte, entstehen die Impulse zu moralischen und geistigen Fortschritten, die verbesserten Institutionen",3,1,0,Metapher,"['das alte Kleid zu eng wird', 'das alte Kleid ... zu eng wird', nan, nan]","['der Gesellschaftsverfassung', 'der Gesellschaftsverfassung', nan, nan]","['B', 'K', 'A', 'GoldStandard']"," Erst wenn das alte Kleid der Gesellschafsverfassung zu eng wird, sinnt man auf technische und Verkehrsfortschritte, entstehen die Impulse zu moralischen und geistigen Fortschritten, die verbesserten Institutionen"
