index,Textstelle,Metapher,Kandidat,Nein,Metapher?,Fokus,Rahmen,Annotator,orig
464,"Daß unter solchen Umständen auch die angeborenen oder allmählich ausgebildeten Verschiedenheiten in der Organisation der einzelnen Individuen, ferner ihre Veränderungen durch Alter, Krankheit u. a. sich vor allem in Verschiedenheiten der Gefühlsreaktionen.",0,0,1,Nein,,,X,"Daß unter solchen Umständen auch die angeborenen oder allmählich ausgebildeten Verschiedenheiten in der Organisation der einzelnen Individuen, ferner ihre Veränderungen durch Alter, Krankheit u. a. sich vor allem in Verschiedenheiten der Gefühlsreaktionen."
465,"Auch v. Ehrenfels erkennt anl, daß wir doch meistens etwas Substantielleres als eine bloße Relation im Sinne zu haben meinen, wenn wir von Wert sprechen.",0,0,1,Nein,,,X,"Auch v. Ehrenfels erkennt anl), »daß wir doch meistens etwas Substantielleres als eine bloße Relation im Sinne zu haben meinen, wenn wir von Wert sprechen."
466,Dies ist ohne weiteres zuzugestehen liegt ja doch dem Sprachgebrauch die Voraussetzung objektiv existierender Werte zu Grunde!,0,0,1,Nein,,,X,Dies ist ohne weiteres zuzugestehen; — liegt ja doch dem Sprachgebrauch die Voraussetzung objektiv existierender Werte zu Grunde!
467,"Fraglich ist nur, ob sich eine jenem Gebrauche mehr entsprechende Fassung des Wertbegriffes auch wissenschaftlich durchführen läßt, das heißt, ob unsere Meinung, daß in dem Wertbegriff mehr als eine bloße Relation vorliege, nicht etwa bei konsequenter Durchführung auf Widersprüche stoße.",0,0,1,Nein,,,X,"Fraglich ist nur, ob sich eine jenem Gebrauche mehr entsprechende Fassung des Wertbegriffes auch wissenschaftlich durchführen läßt, das heißt, ob unsere Meinung, daß in dem Wertbegriff mehr als eine bloße Relation vorliege, nicht etwa bei konsequenter Durchführung auf Widersprüche stoße«."
468,"Wollte man sich, fährt er fort, mit dem Wert als Relation nicht begnügen, so müßte man ihn als eine durch die charakterisierten Relationen zu unserem Begehren und Fühlen indirekt bestimmte Eigenschaft oder als Fähigkeit der Objekte auffassen, was unstreitig den im Sprachgebrauch niedergelegten Urteilsneigungen in breitestem Maß entgegenkäme.",0,0,1,Nein,,,X,"»Wollte man sich«, fährt er fort, »mit dem Wert als Relation nicht begnügen, so müßte man ihn als eine durch die charakterisierten Relationen zu unserem Begehren und Fühlen indirekt bestimmte Eigenschaft oder als Fähigkeit der Objekte auffassen, was unstreitig den im Sprachgebrauch niedergelegten Urteilsneigungen in breitestem Maß entgegenkäme."
469,"Allein bei dieser Fassung ergeben sich Widersprüche mit anderen Voraussetzungen unseres Sprachgefühls, denen mindestens eine ebenso hohe Bedeutung als jenen an erster Stelle erwähnten zuerkannt werden muß.",0,0,1,Nein,,,X,"Allein bei dieser Fassung ergeben sich Widersprüche mit anderen Voraussetzungen unseres Sprach- gefühls, denen mindestens eine ebenso hohe Bedeutung als jenen an erster Stelle er- wähnten zuerkannt werden muß."
470,"Wenn der Wert eine allerdings nur durch die Beziehung auf unser Begehren und Fühlen charakterisierte, aber doch eine Eigenschaft der Objekte ist, denen er zugesprochen wird, so ist er in seiner Existenz an die Existenz der Objekte gebunden.",0,0,1,Nein,,,X,"— Wenn der Wert eine — allerdings nur durch die Beziehung auf unser Begehren und Fühlen charakterisierte, aber doch eine — Eigenschaft der Objekte ist, denen er zugesprochen wird, so ist er in seiner Existenz an die Existenz der Objekte gebunden."
471,"Ein Objekt kann dann nur so lange Wert haben, als es existiert, und von einem Objekte, das zu existieren aufgehört hat, kann man dann gegenwärtig nur sagen, es habe einmal, nämlich zur Zeit seiner Existenz, Wert gehabt, nicht aber, es besitze diesen Wert gegenwärtig noch oder überhaupt, von zeitlicher Bestimmung unabhängig.",0,0,1,Nein,,,X,"Ein Objekt kann dann nur so lange Wert haben, als es existiert, und von einem Objekte, das zu existieren aufgehört hat, kann man dann gegenwärtig nur sagen, es habe einmal, nämlich zur Zeit seiner Existenz, Wert gehabt, nicht aber, es be- sitze diesen Wert gegenwärtig noch oder überhaupt, von zeitlicher Bestimmung unabhängig."
472,"Dem widerspricht aber auf das entschiedenste die Art, wie wir Vergangenem oder auch, Zukünftigems Wert zusprechen.",0,0,1,Nein,,,X,"Dem widerspricht aber auf das entschiedenste die Art, wie wir Vergangenem (oder auch, Zukünftigems Wert zusprechen."
473,Man betrachte ein beliebiges Beispiel Ein gegenwärtig lebender deutscher Patriot legt Wert auf den Sieg Hermanns über die Römer im Teutoburger Wald.,0,0,1,Nein,,,X,Man betrachte ein beliebiges Beispiel: Ein gegenwärtig lebender deutscher Patriot legt Wert auf den Sieg Hermanns über die Römer im Teuto- burger Wald.
474,"Hätte es wohl unsern Sprachinstinkten gemäß einen Sinn, zu behaupten daß jener Wert, als eine Eigenschaft der Teutoburger Schlacht, bereits im Jahre  n. Chr.",0,0,1,Nein,,,X,"— Hätte es wohl unsern Sprachinstinkten gemäß einen Sinn, zu behaupten» daß jener Wert, als eine Eigenschaft der Teutoburger Schlacht, bereits im Jahre 9 n. Chr."
475,"existiert und mit dem Ende der Schlacht auch zu existieren aufgehört habe, daß also die Teutoburger Schlacht wohl zur Zeit ihres Verlaufes dem ungeborenen, um viele Jahrhunderte später erst entstehenden N. N. von Wert gewesen, nicht aber gegenwärtig Wert für ihn habe?",0,0,1,Nein,,,X,"existiert und mit dem Ende der Schlacht auch zu existieren aufgehört habe, daß also die Teutoburger Schlacht wohl zur Zeit ihres Verlaufes dem ungeborenen, um viele Jahr- hunderte später erst entstehenden N. N. von Wert gewesen, nicht aber gegenwärtig Wert für ihn habe?"
476,"Wenn wir also den Wert der Teutoburger Schlacht für den N. N. als etwas auffassen müssen, welches entweder gegenwärtig besteht oder in der Art seines Bestandes wie etwa Möglichkeiten, Widersprüche u.",0,0,1,Nein,,,X,"— Wenn wir also den Wert der Teutoburger Schlacht für den N. N. als etwas auffassen müssen, welches entweder gegenwärtig besteht oder in der Art seines Bestandes (wie etwa Möglichkeiten, Widersprüche u."
477,"überhaupt an keine zeitliche Bestimmung gebunden ist, so ist es nicht möglich, ihn zugleich als eine Eigenschaft der Dinge oder als eine Fähigkeit im engeren Sinne zu betrachten.",0,0,1,Nein,,,X,"überhaupt an keine zeitliche Bestimmung gebunden ist, so ist es nicht möglich, ihn zugleich als eine Eigenschaft der Dinge oder als eine Fähigkeit im engeren Sinne zu betrachten«."
478,Allerdings ist beides nicht möglich aber etwas Drittes ist möglichund darin liegt v. Ehrenfels’ Fehler seine Disjunktion ist unvollständig.,0,0,1,Nein,,,X,Allerdings ist beides nicht möglich; aber etwas Drittes ist möglich- und darin liegt v. Ehrenfels’ Fehler: seine Disjunktion ist unvollständig.
479,"Eine Schlacht ist ein Vorgang, ein Ereignis hat man bei einem solchem wenn man seinen Wert beurteilen will, bloß nach seinen Eigenschaften oder Fähigkeiten zu fragen und nicht vielmehr und vor allem nach seinen Wirkungen?",0,0,1,Nein,,,X,"Eine Schlacht ist ein Vorgang, ein Ereignis; hat man bei einem solchem wenn man seinen Wert beurteilen will, bloß nach seinen Eigenschaften oder Fähigkeiten zu fragen und nicht vielmehr und vor allem nach seinen Wirkungen?"
480,"Die Teutoburger Schlacht hat uns von der Römerherrschaft befreit das war ihre Wirkung, und diese Wirkung dauert noch heute fort.",0,0,1,Nein,,,X,"Die Teutoburger Schlacht hat uns von der Römerherrschaft befreit; das war ihre Wirkung, und diese Wirkung dauert noch heute fort."
481,"Und weil diese Wirkung noch heute fortdauert, deswegen ist die Schlacht noch heute für uns von Wert oder hat sie für uns Wert und dieser Wert.",0,0,1,Nein,,,X,"Und weil diese Wirkung noch heute fortdauert, deswegen ist die Schlacht noch heute für uns von Wert oder hat sie für uns Wert; und dieser Wert."
482,"ist ein objektiver, denn er würde genau derselbe sein, auch wenn die Kunde von der Schlacht gar nicht auf uns gekommen wäre.",0,0,1,Nein,,,X,"ist ein objektiver, denn er würde genau derselbe sein, auch wenn die Kunde von der Schlacht gar nicht auf uns gekommen wäre."
483,"Der Grund dafür, daß v. Ehrenfels in dieser Weise in die Irre getraten ist, scheint mir darin zu liegen, daß er den Sprachgebrauch doch nicht scharf genug beobachtet hat.",0,0,1,Nein,,,X,"Der Grund dafür, daß v. Ehrenfels in dieser Weise in die Irre get- raten ist, scheint mir darin zu liegen, daß er den Sprachgebrauch doch nicht scharf genug beobachtet hat."
484,"Gerste und der zweite Ausdruck, under dritte und der vierte Ausdruck aber keineswegs gleichbedeutend ist das erste und das zweite Paar.",0,0,1,Nein,,,X,"Gleichbedeutend ist der erste und der zweite Ausdruck, und gleichbedeutend ist der dritte und der vierte Ausdruck; aber keineswegs gleichbedeutend ist das erste und das zweite Paar."
485,Wohl ist der Wert eine Relation zwischen einem Objekt und einem Subjekt aber eben deswegen hat er auch eine objektive und nicht bloß eine subjektive Seite.,0,0,1,Nein,,,X,Wohl ist der Wert eine Relation zwischen einem Objekt und einem Subjekt; aber eben deswegen hat er auch eine ob- jektive und nicht bloß eine subjektive Seite.
486,"Die beiden ersten Ausdrücke heben die objektive Seite hervor etwas hat Wert für mich, etwas ist von Wert für mich, das gilt, auch ohne daß ich überhaupt von der Sache weiß.",0,0,1,Nein,,,X,"Die beiden ersten Ausdrücke heben die objektive Seite hervor: »etwas hat Wert für mich, etwas ist von Wert für mich«, das gilt, auch ohne daß ich überhaupt von der Sache weiß."
487,"Die beiden letzten Ausdrücke heben die subjektive Seite hervor ich lege Wert auf etwas, mir ist etwas von Wert, das gilt, auch ohne daß die Sache wirklichen Wert hat.",0,0,1,Nein,,,X,"Die beiden letzten Ausdrücke heben die subjektive Seite hervor: »ich lege Wert auf etwas, mir ist etwas von Wert«, das gilt, auch ohne daß die Sache wirklichen Wert hat."
488,"Wir können nunmehr definieren Etwas ein Objekt hat Wert für etwas oder ist von Wert für etwas ein Subjekt, wenn das erste Etwas irgendwie auf das Bestehen des zweifels Etwas einwirkt.",0,0,1,Nein,,,X,"Wir können nunmehr definieren: Etwas (ein Objekt) hat Wert für etwas oder ist von Wert für etwas (ein Subjekt), wenn das erste Etwas irgendwie auf das Bestehen des zweifels Etwas einwirkt."
489,Oder Der Wert eines Objektes für ein Subjekt ist die Einwirkung des Objektes auf das Bestehen des Subjektes.,0,0,1,Nein,,,X,Oder: Der Wert eines Objektes für ein Subjekt ist die Einwirkung des Objektes auf das Bestehen des Subjektes.
490,"Diese Einwirkung kann eine doppelte sein, eine mehrende, förderlich erhaltende oder eine mindernde, störende, vernichtende.",0,0,1,Nein,,,X,"Diese Einwirkung kann eine doppelte sein, eine mehrende, förderlich erhaltende oder eine mindernde, störende, vernichtende."
491,"Daraus ergibt sich eine erste Einteilung der Werte nach ihrer Qualität in positive und negaPositiven Wert hat hiernach ein Objekt für ein Subjekt, wenn V für dasselbe nützlich zuträglich, heilsam, günstig, förderlich, vorteilhaft oder notwendig s. Philosophie der Anpassung.",0,0,1,Nein,,,X,"Daraus ergibt sich eine erste Einteilung der Werte nach ihrer Qualität in positive und nega- Positiven Wert hat hiernach ein Objekt für ein Subjekt, wenn V für dasselbe nützlich zuträglich, heilsam, günstig, förderlich, vorteilhaft oder notwendig s. Philosophie der Anpassung."
492,"Und negativen Wert hat ein Objekt für ein Subjekt, wenn es für dasselbe schädlich, unzuträglich, gefährlich, unheilvoll, ungünstig, hinderlich, nachteilig oder verderblich ist.",0,0,1,Nein,,,X,"1 Und negativen Wert hat ein Objekt für ein Subjekt, wenn es für dasselbe schädlich, unzuträglich, gefährlich, unheilvoll, ungünstig, hinderlich, nachteilig oder verderblich ist."
493,Herausgegeben von prof. Dr. S. E. Ziegler in Verbindung mit prof. Dr. Sonrarl und prof. Dr. Saeclrel Enthaltend Darwinismus und Sozialwissenschaft von Dr. Arthur Ruppin in magdeburg.,0,0,1,Nein,,,X,Herausgegeben von prof. Dr. S. E. Ziegler in Verbindung mit prof. Dr. Sonrarl und prof. Dr. Saeclrel Enthaltend: Darwinismus und Sozialwissenschaft von Dr. Arthur Ruppin in magdeburg.
494,"Das heutige Eherecht der Kulturstaaten, insbesondere Deutschlands, unter dem Gesichtspunkte der Vererbung .",0,0,1,Nein,,,X,"Das heutige Eherecht der Kulturstaaten, insbesondere Deutschlands, unter dem Gesichtspunkte der Vererbung ."
495,Kritische Bemerkungen zur materialistischen Geschichtsauffassung Die sozialistische Beurteilung des Kapitalismus Die Zukunft der sozialistischen Bewegung Geschichte der Descendenztheorie bis aus Darwin.,0,0,1,Nein,,,X,Kritische Bemerkungen zur materialistischen Geschichtsauffassung Die sozialistische Beurteilung des Kapitalismus Die Zukunft der sozialistischen Bewegung Geschichte der Descendenztheorie bis aus Darwin.
496,"So verlockend es nun mitunter gewesen wäre, diese Fragen mit den Mitteln aus dem reich ausgestatteten Arsenale der Volkswirtschaftspolitik zu beantworten und dadurch der Arbeit überall einen befriedigenden Abschluß zu geben, so schien es doch das richtigere, hiervon keinen oder nur ganz beschränkten Gebrauch zu Der Grundgedanke, welcher der Preisaufgabe zu Grunde liegt, ist unseres Erachtens ein so bedeutungsvoller, daß es unangemessen wäre, ihn mit Verbesserungsvorschlägen, die der Tag gebiert und der nächste Tag wieder verweht, in Verbindung zu bringen.",0,0,1,Nein,,,X,"So verlockend es nun mit- unter gewesen wäre, diese Fragen mit den Mitteln aus dem reich aus- gestatteten Arsenale der Volkswirtschaftspolitik zu beantworten und dadurch der Arbeit überall einen befriedigenden Abschluß zu geben, so schien es doch das richtigere, hiervon keinen oder nur ganz beschränkten Gebrauch zu Der Grundgedanke, welcher der Preisaufgabe zu Grunde liegt, ist unseres Erachtens ein so bedeutungsvoller, daß es unangemessen wäre, ihn mit Verbesserungsvorschlägen, die der Tag gebiert und der nächste Tag wieder verweht, in Verbindung zu bringen."
497,"Andere als ephemere Vorschläge hätten sich aber für Viele soziale Probleme nicht geben lassen, weil diese Probleme teils zu ihrer Lösung jetzt infolge Mangels an geeignetem sozialstatistischen und biologischen Material noch gar nicht reif sind, teils ihre Lösung die Kräfte des einzelnen weit übersteigt.",0,0,1,Nein,,,X,"Andere als ephemere Vorschläge hätten sich aber für Viele soziale Probleme nicht geben lassen, weil diese Probleme teils zu ihrer Lösung jetzt infolge Mangels an geeignetem sozial- statistischen und biologischen Material noch gar nicht reif sind, teils ihre Lösung die Kräfte des einzelnen weit übersteigt."
498,"Mit Rücksicht auf diese Erwägungen beschränkt sich die Arbeit an vielen Stellen darauf, unter objektiver Würdigung des Tatsachenmaterials die grundsätzliche Ansicht des Verfassers anzudeuten, ohne auf Details oder aktuelle Fragen näher einzugehen.",0,0,1,Nein,,,X,"Mit Rücksicht auf diese Erwägungen beschränkt sich die Arbeit an vielen Stellen darauf, unter objektiver Würdigung des Tatsachenmaterials die grundsätzliche Ansicht des Verfassers anzudeuten, ohne auf Details oder aktuelle Fragen näher einzugehen."
499,"Besonderes Gewicht ist auf die Aufhellung des prinzipiellen Verhältnisses zwischen Naturwissenschaft und Sozialwissenschaft, ihrer Aufgaben und Forschungsmethoden gelegt worden, weil gerade inbezug hierauf noch vielVlII Vorwort.",0,0,1,Nein,,,X,"Besonderes Gewicht ist auf die Aufhellung des prinzipiellen Verhält- nisses zwischen Naturwissenschaft und Sozialwissenschaft, ihrer Aufgaben und Forschungsmethoden gelegt worden, weil gerade inbezug hierauf noch viel- VlII Vorwort."
500,"fach große Unklarheit zu herrschen scheint und doch gerade Klarheit über dies Verhältnis die unentbehrliche Grundlage aller Versuche bildet, die Resultate der Naturwissenschaft sozialwissenschaftlich zu verwerten.",0,0,1,Nein,,,X,"fach große Unklarheit zu herrschen scheint und doch gerade Klarheit über dies Verhältnis die unentbehrliche Grundlage aller Versuche bildet, die Resultate der Naturwissenschaft sozialwissenschaftlich zu verwerten."
501,Die Descendenzlehre ist die Lehre von der gemeinsamen Abstammung aller früher und jetzt lebenden Tierarten aus derselben Wurzel.,0,0,1,Nein,,,X,Die Descendenzlehre ist die Lehre von der gemeinsamen Abstammung aller früher und jetzt lebenden Tierarten aus derselben Wurzel.
502,"Der Gedanke einer solchen Gemeinschaft des Stammes ist uralt er läßt sich schon bei den griechischen Philosophen des  vorchristlichen Jahrhunderts nachweisen, hat aber für unsere Zeit und unsere Wissenschaft erst seit den Arbeiten Darwin’s maßgebende Bedeutung gewonnen.",0,0,1,Nein,,,X,"Der Ge- danke einer solchen Gemeinschaft des Stammes ist uralt; er läßt sich schon bei den griechischen Philosophen des 6. vorchristlichen Jahrhunderts nach- weisen1), hat aber für unsere Zeit und unsere Wissenschaft erst seit den Arbeiten Darwin’s maßgebende Bedeutung gewonnen."
503,"An dieser Stelle soll uns nicht die Descendenzlehre selbst, d. h. die Darstellung des tierischen Stammbaums beschäftigen sondern die Prinzipien, deren sie sich seit Darwin zu ihrer Stütze, nämlich zur Erklärung der Entstehung neuer Varietäten und Arten bedient.",0,0,1,Nein,,,X,"An dieser Stelle soll uns nicht die Descendenzlehre selbst, d. h. die Darstellung des tierischen Stammbaums beschäftigen sondern die Prinzipien, deren sie sich seit Darwin zu ihrer Stütze, nämlich zur Erklärung der Entstehung neuer Varietäten und Arten bedient."
504,"Als solche Prinzipien lassen sich folgende  betrachten  die Vererbung,  die Anpassung Variabilität,  die natürliche Auslese und  die geschlechtliche Zuchtwahl.",0,0,1,Nein,,,X,"Als solche Prinzipien lassen sich folgende 4 betrachten: 1) die Vererbung, 2) die Anpassung (Variabilität), 3) die natürliche Aus- lese und 4) die geschlechtliche Zuchtwahl."
505,"Im folgenden sollen diese Prinzipien in der Form, in der sie von der herrschenden Meinung in der heutigen Naturwissenschaft vertreten werden, kurz skizziert werden.",0,0,1,Nein,,,X,"Im folgenden sollen diese Prinzipien in der Form, in der sie von der herrschenden Meinung in der heutigen Naturwissenschaft vertreten werden, kurz skizziert werden."
506,"Vererbung heißt die Erscheinung, daß die neuen Organismen, welche durch die Fortpflanzung aller pflanzlichen und tierischen Organismen erzeugt werden, in ihren Eigenschaften den Eltern mehr oder weniger vollkommen gleichen.",0,0,1,Nein,,,X,"1) »Vererbung« heißt die Erscheinung, daß die neuen Orga- nismen, welche durch die Fortpflanzung aller pflanzlichen und tierischen Organismen erzeugt werden, in ihren Eigenschaften den Eltern mehr oder weniger vollkommen gleichen."
507,"ten Malen handgreiflich vor uns liegt, seit den ältesten Zeiten bekannt sie ist in neuerer Zeit Gegenstand eingehender wissenschaftlicher Erörterung nur deshalb geworden, um den Umfang der vererbten Eigentümlichkeiten festzustellen.",0,0,1,Nein,,,X,"ten Malen handgreiflich vor uns liegt, seit den ältesten Zeiten bekannt; sie ist in neuerer Zeit Gegenstand eingehender wissenschaftlicher Erörterung nur deshalb geworden, um den Umfang der vererbten Eigentümlichkeiten festzu- stellen."
508,"niemals vererbt, und es handelt sich nur darum, zwischen den vererbbaren und den nicht vererbbaren Eigentümlichkeiten die Grenze zu finden.",0,0,1,Nein,,,X,"niemals vererbt, und es handelt sich nur darum, zwischen den vererb- baren und den nicht vererbbaren Eigentümlichkeiten die Grenze zu finden."
509,"Darwin und Haeckel sind geneigt, diese Grenze sehr weit zu ziehen und viele erst im Laufe des inviduellen Lebens erworbene Eigentümlichkeiten der Eltern als vererblich anzusehen.",0,0,1,Nein,,,X,"Darwin und Haeckel sind geneigt, diese Grenze sehr weit zu ziehen und viele erst im Laufe des inviduellen Lebens erworbene Eigentümlichkeiten der Eltern als vererblich anzusehen."
510,"Andere Naturforscher engen die Möglichkeit der Vererbung erworbener Eigenschaften dahin ein, daß diese Eigenschaften sich teils gar nicht, teils nur in geringem Grade auf die Nachkommen vererben, und daß es deshalb vieler Generationen und des steten neuen Erwerbs der fraglichen Eigenschaften bedürfe, um durch allmähliche Summierung des auf die Nachkommen übertragenen kleinen Teils dieser Eigenschaften den Nachkommen schon durch Vererbung die volle Summe dessen zuzuwenden, was die Vorfahren sich erst im Laufe ihres Lebens durch Gewöhnung und Anpassung hatten erwerben müssen.",0,0,1,Nein,,,X,"Andere Naturforscher engen die Möglichkeit der Vererbung erworbener Eigenschaften dahin ein, daß diese Eigenschaften sich teils gar nicht, teils nur in geringem Grade auf die Nachkommen ver- erben, und daß es deshalb vieler Generationen und des steten neuen Erwerbs der fraglichen Eigenschaften bedürfe, um durch allmähliche Summierung des auf die Nachkommen übertragenen kleinen Teils dieser Eigenschaften den Nachkommen schon durch Vererbung die volle Summe dessen zuzuwenden, was die Vorfahren sich erst im Laufe ihres Lebens durch Gewöhnung und Anpassung hatten erwerben müssen."
511,"Sie erklären, das trotz dieser Nichtvererbbarkeit der erworbenen und natürlich zweckmäßigen Eigenschaften die Nachkommen doch ihrer Umgebung gut angepaßt sein würden, weil die Nachkommen unter sich und mit ihren Eltern nicht vollkommen übereinstimmen, sondern kleine Abweichungen zeigen, die durch Zufall nach Weismann durch Ernährungsdifferenzen während des Fötallebens verursacht sind.",0,0,1,Nein,,,X,"Sie erklären, das trotz dieser Nichtvererbbarkeit der erworbenen (und natürlich zweckmäßigen) Eigenschaften die Nachkommen doch ihrer Umgebung gut angepaßt sein würden, weil die Nachkommen unter sich und mit ihren Eltern nicht voll- kommen übereinstimmen, sondern kleine Abweichungen zeigen, die durch Zufall (nach Weismann durch Ernährungsdifferenzen während des Fötallebens) verursacht sind."
512,"Durch die natürliche Auslese würden dann diejenigen Individuen, welche vorteilhafte Abweichungen aufweisen, im Gegensatz zu den anderen am Leben erhalten, und indem diese Individuen ihre schon bei der Geburt mitgebrachten Eigenschaften auf ihre Nachkommen zu vererben strebten und unter diesen dann wieder die am vorteilhaftesten organisierten durch natürliche Auslese ausgewählt würden, sei die bestmögliche Anpassung jeder Tierart an ihr Milieu gewährleistet, ohne daß eine Vererbung erworbener Eigenschaften angenommen zu werden braucht.",0,0,1,Nein,,,X,"Durch die natürliche Auslese würden dann diejenigen In- dividuen, welche vorteilhafte Abweichungen aufweisen, im Gegensatz zu den anderen am Leben erhalten, und indem diese Individuen ihre schon bei der Geburt mitgebrachten Eigenschaften auf ihre Nachkommen zu vererben strebten und unter diesen dann wieder die am vorteilhaftesten organisierten durch natürliche Auslese ausgewählt würden, sei die bestmögliche Anpassung jeder Tierart an ihr Milieu gewährleistet, ohne daß eine Vererbung erworbener Eigenschaften angenommen zu werden braucht."
513,"Denn ob die Umbildung der Organismen zu neuen Varietäten oder Arten durch Vererbung erworbener Eigenschaften oder durch zufällige Variation in Verbindung mit natürlicher Auslese erfolgt, kann ihr gleichgültig sein, solange nur die Möglichkeit der Umbildung selbst nicht bestritten wird.",0,0,1,Nein,,,X,"Denn ob die Umbildung der Organismen zu neuen Varietäten oder Arten durch Vererbung erworbener Eigenschaften oder durch zufällige Variation in Verbindung mit natürlicher Auslese erfolgt, kann ihr gleich- gültig sein, solange nur die Möglichkeit der Umbildung selbst nicht be- stritten wird."
514," Die Anpassung soll die Tatsache zum Ausdruck bringen, daß die Pflanzen und Tiere in größerem oder geringerem Grade die Fähigkeit haben, sich den Existenzbedingungen, wie sie ihre Umgebung ihnen darbietet, anzupassen, d. h. ihren Organismus in einer für ihre Existenz vorteilhaften Richtung umzugestalten.",0,0,1,Nein,,,X,"3 2) Die Anpassung soll die Tatsache zum Ausdruck bringen, daß die Pflanzen und Tiere in größerem oder geringerem Grade die Fähigkeit haben, sich den Existenzbedingungen, wie sie ihre Umgebung ihnen darbietet, anzupassen, d. h. ihren Organismus in einer für ihre Existenz vorteilhaften Richtung umzugestalten."
515,"Man kann den Begriff der Anpassung nicht richtig verstehen, wenn man ihn als einen Zustand, also als ein Angepaßtsein auffaßt denn in dieser Bedeutung heißt angepaßt sein soviel wie den Bedingungen der Existenz entsprechen, und dann ist Anpassung etwas selbstverständliches, von jedem existierenden Organismus a priori Aussagbares, weil natürlich kein Lebewesen existieren kann, wenn die Bedingungen für seine Existenz nicht gegeben sind.",0,0,1,Nein,,,X,"Man kann den Begriff der Anpassung nicht richtig verstehen, wenn man ihn als einen Zustand, also als ein Angepaßtsein auf- faßt; denn in dieser Bedeutung heißt »angepaßt sein« soviel wie den Bedingungen der Existenz entsprechen, und dann ist Anpassung etwas selbst- verständliches, von jedem existierenden Organismus a priori Aussagbares, weil natürlich kein Lebewesen existieren kann, wenn die Bedingungen für seine Existenz nicht gegeben sind."
516,"Die Anpassung muß deshalb im Sinne der obigen Definition als eine innere Tätigkeit des Organismus aufgefaßt werden, durch welche dieser imstande ist, auf Veränderungen in seinen Existenzbedingungen mit vorteilhaften Umbildungen oder Veränderungen seiner Organe zu reagieren.",0,0,1,Nein,,,X,"Die Anpassung muß deshalb im Sinne der obigen Definition als eine innere Tätigkeit des Organismus aufgefaßt werden, durch welche dieser imstande ist, auf Veränderungen in seinen Existenzbedingungen mit vorteilhaften Umbildungen oder Veränderungen seiner Organe zu reagieren."
517,"So wird bei einem Menschen, dem eine Niere exstirpiert ist, die andere Niere doppelt so groß wie vorher und übernimmt nun die Funktionen, die früher beide Nieren ausübten.",0,0,1,Nein,,,X,"So wird bei einem Menschen, dem eine Niere exstirpiert ist, die andere Niere doppelt so groß wie vorher und übernimmt nun die Funktionen, die früher beide Nieren ausübten."
518,"Wurden einem neugeborenen Tiere beide Augen fortgenommen sowie beide Ohren verschlossen, so entwickelte sich der Geruchsinn in sehr hohem Grade, indem sich die Riechkolben bulbi olfactorii über das gewöhnliche Maß nachweisbar vergrößerten .",0,0,1,Nein,,,X,"Wurden einem neu- geborenen Tiere beide Augen fortgenommen sowie beide Ohren verschlossen, so entwickelte sich der Geruchsinn in sehr hohem Grade, indem sich die Riechkolben (bulbi olfactorii) über das gewöhnliche Maß nachweisbar ver- größerten 2)."
519,"In ähnlicher Weise erhielten die Ohrmuscheln eines Kaninchens, dem beide Augen bald nach der Geburt fortgenommen worden waren, eine starke Entwickelung und das Gehör verfeinerte sich über die Norm.",0,0,1,Nein,,,X,"In ähnlicher Weise erhielten die Ohrmuscheln eines Kaninchens, dem beide Augen bald nach der Geburt fortgenommen worden waren, eine starke Entwickelung und das Gehör verfeinerte sich über die Norm3)."
520,"Viele Tiere nehmen Färbungen an, welche der Farbe ihrer Umgebung entsprechen und sie so den Blicken ihrer Verfolger verbergen.",0,0,1,Nein,,,X,"Viele Tiere nehmen Färbungen an, welche der Farbe ihrer Umgebung entsprechen und sie so den Blicken ihrer Verfolger verbergen."
521,"Goldfische bleiben klein, wenn sie in engen Behältern gehalten werden, erreichen dagegen in großen Teichen eine erhebliche Länge.",0,0,1,Nein,,,X,"Goldfische bleiben klein, wenn sie in engen Behältern gehalten werden, erreichen dagegen in großen Teichen eine erhebliche Länge."
522,"Es bleibt für uns dunkel, wieso ein Tier in dieser Weise durch seinen Willen, seinen Lebenstrieb zweckmäßige Veränderungen seines Organismus aktiv hervorbringen kann.",0,0,1,Nein,,,X,"Es bleibt für uns dunkel, wieso ein Tier in dieser Weise durch seinen Willen, seinen Lebens- trieb zweckmäßige Veränderungen seines Organismus aktiv hervorbringen kann."
523,als Erklärungsprinzip eingeführte funktionelle Anpassung ist mehr eine Beschreibung als eine Erklärung.,0,0,1,Nein,,,X,1881) als Erklärungsprinzip eingeführte »funktionelle Anpassung« ist mehr eine Be- schreibung als eine Erklärung.
524,"Roux versteht unter der funktionellen Anpassung die Erscheinung, daß die spezifische Beanspruchung eines lebenden Gebildes dessen spezifische Leistungsfähigkeit steigert.",0,0,1,Nein,,,X,"Roux versteht unter der funktionellen An- passung die Erscheinung, daß die spezifische Beanspruchung eines lebenden Gebildes dessen spezifische Leistungsfähigkeit steigert."
525,"Was nicht durch die Funktion erhalten und gefördert wird, verfällt dem Schwund, der Atrophie  Gudden, Archiv für Psychiatrie, Bd.",0,0,1,Nein,,,X,"Was nicht durch die Funktion erhalten und gefördert wird, verfällt dem Schwund, der Atrophie 2) Gudden, Archiv für Psychiatrie, Bd."
